Index of Commit,SubIndex of Commit,Size,Path
1636,8,5002,NAMESPACE
1636,9,29279,NEWS.md
1636,11,3682,README.md
1636,16,326,plotly.Rproj
1637,0,135,.Rbuildignore
1637,2,142,.gitignore
1637,3,2016,.travis.yml
1637,4,1387,CONDUCT.md
1637,5,1879,CONTRIBUTING.md
1637,6,1688,DESCRIPTION
1637,7,42,LICENSE
1637,8,5040,NAMESPACE
1637,9,29279,NEWS.md
1637,11,3682,README.md
1637,16,326,plotly.Rproj
1638,0,135,.Rbuildignore
1638,2,142,.gitignore
1638,3,2016,.travis.yml
1638,4,1387,CONDUCT.md
1638,5,1879,CONTRIBUTING.md
1638,6,1688,DESCRIPTION
1638,7,42,LICENSE
1638,8,5040,NAMESPACE
1638,9,29279,NEWS.md
1638,11,3682,README.md
1638,16,326,plotly.Rproj
1639,0,135,.Rbuildignore
1639,2,142,.gitignore
1639,3,2016,.travis.yml
1639,4,1387,CONDUCT.md
1639,5,1879,CONTRIBUTING.md
1639,6,1688,DESCRIPTION
1639,7,42,LICENSE
1639,8,5040,NAMESPACE
1639,9,29279,NEWS.md
1639,11,3682,README.md
1639,16,326,plotly.Rproj
1640,0,135,.Rbuildignore
1640,2,142,.gitignore
1640,3,2016,.travis.yml
1640,4,1387,CONDUCT.md
1640,5,1879,CONTRIBUTING.md
1640,6,1688,DESCRIPTION
1640,7,42,LICENSE
1640,8,5040,NAMESPACE
1640,9,29279,NEWS.md
1640,11,3682,README.md
1640,16,326,plotly.Rproj
1641,0,135,.Rbuildignore
1641,2,142,.gitignore
1641,3,2114,.travis.yml
1641,4,1387,CONDUCT.md
1641,5,1879,CONTRIBUTING.md
1641,6,1781,DESCRIPTION
1641,7,42,LICENSE
1641,8,5340,NAMESPACE
1641,9,29279,NEWS.md
1641,11,3682,README.md
1641,16,326,plotly.Rproj
1642,0,135,.Rbuildignore
1642,2,142,.gitignore
1642,3,2016,.travis.yml
1642,4,1387,CONDUCT.md
1642,5,1879,CONTRIBUTING.md
1642,6,1688,DESCRIPTION
1642,7,42,LICENSE
1642,8,5002,NAMESPACE
1642,9,29279,NEWS.md
1642,11,3682,README.md
1642,16,326,plotly.Rproj
1643,0,135,.Rbuildignore
1643,2,142,.gitignore
1643,3,2016,.travis.yml
1643,4,1387,CONDUCT.md
1643,5,1879,CONTRIBUTING.md
1643,6,1688,DESCRIPTION
1643,7,42,LICENSE
1643,8,5002,NAMESPACE
1643,9,29148,NEWS.md
1643,11,3682,README.md
1643,16,326,plotly.Rproj
1644,0,135,.Rbuildignore
1644,2,142,.gitignore
1644,3,2114,.travis.yml
1644,4,1387,CONDUCT.md
1644,5,1879,CONTRIBUTING.md
1644,6,1781,DESCRIPTION
1644,7,42,LICENSE
1644,8,5340,NAMESPACE
1644,9,29148,NEWS.md
1644,11,3682,README.md
1644,16,326,plotly.Rproj
1645,0,135,.Rbuildignore
1645,2,142,.gitignore
1645,3,2114,.travis.yml
1645,4,1387,CONDUCT.md
1645,5,1879,CONTRIBUTING.md
1645,6,1781,DESCRIPTION
1645,7,42,LICENSE
1645,8,5340,NAMESPACE
1645,9,29148,NEWS.md
1645,11,3682,README.md
1645,16,326,plotly.Rproj
1646,0,135,.Rbuildignore
1646,2,142,.gitignore
1646,3,2016,.travis.yml
1646,4,1387,CONDUCT.md
1646,5,1879,CONTRIBUTING.md
1646,6,1688,DESCRIPTION
1646,7,42,LICENSE
1646,8,5002,NAMESPACE
1646,9,29148,NEWS.md
1646,11,3682,README.md
1646,16,326,plotly.Rproj
1647,0,135,.Rbuildignore
1647,2,142,.gitignore
1647,3,2114,.travis.yml
1647,4,1387,CONDUCT.md
1647,5,1879,CONTRIBUTING.md
1647,6,1781,DESCRIPTION
1647,7,42,LICENSE
1647,8,5340,NAMESPACE
1647,9,29148,NEWS.md
1647,11,3682,README.md
1647,16,326,plotly.Rproj
1648,0,135,.Rbuildignore
1648,2,142,.gitignore
1648,3,2016,.travis.yml
1648,4,1387,CONDUCT.md
1648,5,1879,CONTRIBUTING.md
1648,6,1688,DESCRIPTION
1648,7,42,LICENSE
1648,8,5002,NAMESPACE
1648,9,29148,NEWS.md
1648,11,3682,README.md
1648,16,326,plotly.Rproj
1649,0,135,.Rbuildignore
1649,2,142,.gitignore
1649,3,2114,.travis.yml
1649,4,1387,CONDUCT.md
1649,5,1879,CONTRIBUTING.md
1649,6,1781,DESCRIPTION
1649,7,42,LICENSE
1649,8,5340,NAMESPACE
1649,9,29148,NEWS.md
1649,11,3682,README.md
1649,16,326,plotly.Rproj
1650,0,135,.Rbuildignore
1650,2,142,.gitignore
1650,3,2016,.travis.yml
1650,4,1387,CONDUCT.md
1650,5,1879,CONTRIBUTING.md
1650,6,1688,DESCRIPTION
1650,7,42,LICENSE
1650,8,5002,NAMESPACE
1650,9,29148,NEWS.md
1650,11,3682,README.md
1650,16,326,plotly.Rproj
1651,0,135,.Rbuildignore
1651,2,142,.gitignore
1651,3,2114,.travis.yml
1651,4,1387,CONDUCT.md
1651,5,1879,CONTRIBUTING.md
1651,6,1781,DESCRIPTION
1651,7,42,LICENSE
1651,8,5340,NAMESPACE
1651,9,29148,NEWS.md
1651,11,3682,README.md
1651,16,326,plotly.Rproj
1652,0,135,.Rbuildignore
1652,2,142,.gitignore
1652,3,2114,.travis.yml
1652,4,1387,CONDUCT.md
1652,5,1879,CONTRIBUTING.md
1652,6,1781,DESCRIPTION
1652,7,42,LICENSE
1652,8,5340,NAMESPACE
1652,9,29148,NEWS.md
1652,11,3682,README.md
1652,16,326,plotly.Rproj
1653,0,135,.Rbuildignore
1653,2,142,.gitignore
1653,3,2016,.travis.yml
1653,4,1387,CONDUCT.md
1653,5,1879,CONTRIBUTING.md
1653,6,1688,DESCRIPTION
1653,7,42,LICENSE
1653,8,5002,NAMESPACE
1653,9,29148,NEWS.md
1653,11,3682,README.md
1653,16,326,plotly.Rproj
1654,0,135,.Rbuildignore
1654,2,142,.gitignore
1654,3,2016,.travis.yml
1654,4,1387,CONDUCT.md
1654,5,1879,CONTRIBUTING.md
1654,6,1688,DESCRIPTION
1654,7,42,LICENSE
1654,8,5002,NAMESPACE
1654,9,29148,NEWS.md
1654,11,3682,README.md
1654,16,326,plotly.Rproj
1655,0,135,.Rbuildignore
1655,2,142,.gitignore
1655,3,2016,.travis.yml
1655,4,1387,CONDUCT.md
1655,5,1879,CONTRIBUTING.md
1655,6,1688,DESCRIPTION
1655,7,42,LICENSE
1655,8,5002,NAMESPACE
1655,9,28960,NEWS.md
1655,11,3682,README.md
1655,16,326,plotly.Rproj
1656,0,135,.Rbuildignore
1656,2,142,.gitignore
1656,3,2016,.travis.yml
1656,4,1387,CONDUCT.md
1656,5,1879,CONTRIBUTING.md
1656,6,1661,DESCRIPTION
1656,7,42,LICENSE
1656,8,5002,NAMESPACE
1656,9,28811,NEWS.md
1656,11,3682,README.md
1656,16,326,plotly.Rproj
1657,0,135,.Rbuildignore
1657,2,142,.gitignore
1657,3,2016,.travis.yml
1657,4,1387,CONDUCT.md
1657,5,1879,CONTRIBUTING.md
1657,6,1661,DESCRIPTION
1657,7,42,LICENSE
1657,8,5002,NAMESPACE
1657,9,28811,NEWS.md
1657,11,3682,README.md
1657,16,326,plotly.Rproj
1658,0,135,.Rbuildignore
1658,2,142,.gitignore
1658,3,2114,.travis.yml
1658,4,1387,CONDUCT.md
1658,5,1879,CONTRIBUTING.md
1658,6,1781,DESCRIPTION
1658,7,42,LICENSE
1658,8,5340,NAMESPACE
1658,9,28960,NEWS.md
1658,11,3682,README.md
1658,16,326,plotly.Rproj
1659,0,135,.Rbuildignore
1659,2,142,.gitignore
1659,3,2016,.travis.yml
1659,4,1387,CONDUCT.md
1659,5,1879,CONTRIBUTING.md
1659,6,1688,DESCRIPTION
1659,7,42,LICENSE
1659,8,5002,NAMESPACE
1659,9,28960,NEWS.md
1659,11,3682,README.md
1659,16,326,plotly.Rproj
1660,0,135,.Rbuildignore
1660,2,142,.gitignore
1660,3,2016,.travis.yml
1660,4,1387,CONDUCT.md
1660,5,1879,CONTRIBUTING.md
1660,6,1688,DESCRIPTION
1660,7,42,LICENSE
1660,8,5002,NAMESPACE
1660,9,28960,NEWS.md
1660,11,3682,README.md
1660,16,326,plotly.Rproj
1661,0,135,.Rbuildignore
1661,2,142,.gitignore
1661,3,2016,.travis.yml
1661,4,1387,CONDUCT.md
1661,5,1879,CONTRIBUTING.md
1661,6,1688,DESCRIPTION
1661,7,42,LICENSE
1661,8,5002,NAMESPACE
1661,9,28811,NEWS.md
1661,11,3682,README.md
1661,16,326,plotly.Rproj
1662,0,135,.Rbuildignore
1662,2,142,.gitignore
1662,3,2016,.travis.yml
1662,4,1387,CONDUCT.md
1662,5,1879,CONTRIBUTING.md
1662,6,1661,DESCRIPTION
1662,7,42,LICENSE
1662,8,5040,NAMESPACE
1662,9,28811,NEWS.md
1662,11,3682,README.md
1662,16,326,plotly.Rproj
1663,0,135,.Rbuildignore
1663,2,142,.gitignore
1663,3,2016,.travis.yml
1663,4,1387,CONDUCT.md
1663,5,1879,CONTRIBUTING.md
1663,6,1661,DESCRIPTION
1663,7,42,LICENSE
1663,8,5002,NAMESPACE
1663,9,28811,NEWS.md
1663,11,3682,README.md
1663,16,326,plotly.Rproj
1664,0,135,.Rbuildignore
1664,2,142,.gitignore
1664,3,2016,.travis.yml
1664,4,1387,CONDUCT.md
1664,5,1879,CONTRIBUTING.md
1664,6,1661,DESCRIPTION
1664,7,42,LICENSE
1664,8,5002,NAMESPACE
1664,9,28811,NEWS.md
1664,11,3682,README.md
1664,16,326,plotly.Rproj
1665,0,135,.Rbuildignore
1665,2,142,.gitignore
1665,3,2114,.travis.yml
1665,4,1387,CONDUCT.md
1665,5,1879,CONTRIBUTING.md
1665,6,1781,DESCRIPTION
1665,7,42,LICENSE
1665,8,5340,NAMESPACE
1665,9,28811,NEWS.md
1665,11,3682,README.md
1665,16,326,plotly.Rproj
1666,0,135,.Rbuildignore
1666,2,142,.gitignore
1666,3,2114,.travis.yml
1666,4,1387,CONDUCT.md
1666,5,1879,CONTRIBUTING.md
1666,6,1781,DESCRIPTION
1666,7,42,LICENSE
1666,8,5340,NAMESPACE
1666,9,28811,NEWS.md
1666,11,3682,README.md
1666,16,326,plotly.Rproj
1667,0,135,.Rbuildignore
1667,2,142,.gitignore
1667,3,2016,.travis.yml
1667,4,1387,CONDUCT.md
1667,5,1879,CONTRIBUTING.md
1667,6,1661,DESCRIPTION
1667,7,42,LICENSE
1667,8,5002,NAMESPACE
1667,9,28811,NEWS.md
1667,11,3682,README.md
1667,16,326,plotly.Rproj
1668,0,135,.Rbuildignore
1668,2,142,.gitignore
1668,3,2114,.travis.yml
1668,4,1387,CONDUCT.md
1668,5,1879,CONTRIBUTING.md
1668,6,1781,DESCRIPTION
1668,7,42,LICENSE
1668,8,5340,NAMESPACE
1668,9,28811,NEWS.md
1668,11,3682,README.md
1668,16,326,plotly.Rproj
1669,0,135,.Rbuildignore
1669,2,142,.gitignore
1669,3,2114,.travis.yml
1669,4,1387,CONDUCT.md
1669,5,1879,CONTRIBUTING.md
1669,6,1781,DESCRIPTION
1669,7,42,LICENSE
1669,8,5340,NAMESPACE
1669,9,28811,NEWS.md
1669,11,3682,README.md
1669,16,326,plotly.Rproj
1670,0,135,.Rbuildignore
1670,2,142,.gitignore
1670,3,2114,.travis.yml
1670,4,1387,CONDUCT.md
1670,5,1879,CONTRIBUTING.md
1670,6,1781,DESCRIPTION
1670,7,42,LICENSE
1670,8,5340,NAMESPACE
1670,9,28811,NEWS.md
1670,11,3682,README.md
1670,16,326,plotly.Rproj
1671,0,135,.Rbuildignore
1671,2,142,.gitignore
1671,3,2016,.travis.yml
1671,4,1387,CONDUCT.md
1671,5,1879,CONTRIBUTING.md
1671,6,1661,DESCRIPTION
1671,7,42,LICENSE
1671,8,5002,NAMESPACE
1671,9,28811,NEWS.md
1671,11,3682,README.md
1671,16,326,plotly.Rproj
1672,0,135,.Rbuildignore
1672,2,142,.gitignore
1672,3,2016,.travis.yml
1672,4,1387,CONDUCT.md
1672,5,1879,CONTRIBUTING.md
1672,6,1661,DESCRIPTION
1672,7,42,LICENSE
1672,8,5002,NAMESPACE
1672,9,28811,NEWS.md
1672,11,3682,README.md
1672,16,326,plotly.Rproj
1673,0,135,.Rbuildignore
1673,2,142,.gitignore
1673,3,2016,.travis.yml
1673,4,1387,CONDUCT.md
1673,5,1879,CONTRIBUTING.md
1673,6,1661,DESCRIPTION
1673,7,42,LICENSE
1673,8,5002,NAMESPACE
1673,9,28690,NEWS.md
1673,11,3682,README.md
1673,16,326,plotly.Rproj
1674,0,135,.Rbuildignore
1674,2,142,.gitignore
1674,3,2016,.travis.yml
1674,4,1387,CONDUCT.md
1674,5,1879,CONTRIBUTING.md
1674,6,1661,DESCRIPTION
1674,7,42,LICENSE
1674,8,5002,NAMESPACE
1674,9,28690,NEWS.md
1674,11,3682,README.md
1674,16,326,plotly.Rproj
1675,0,135,.Rbuildignore
1675,2,142,.gitignore
1675,3,2016,.travis.yml
1675,4,1387,CONDUCT.md
1675,5,1879,CONTRIBUTING.md
1675,6,1661,DESCRIPTION
1675,7,42,LICENSE
1675,8,5002,NAMESPACE
1675,9,28690,NEWS.md
1675,11,3682,README.md
1675,16,326,plotly.Rproj
1676,0,135,.Rbuildignore
1676,2,142,.gitignore
1676,3,2114,.travis.yml
1676,4,1387,CONDUCT.md
1676,5,1879,CONTRIBUTING.md
1676,6,1776,DESCRIPTION
1676,7,42,LICENSE
1676,8,5340,NAMESPACE
1676,9,28341,NEWS.md
1676,11,3682,README.md
1676,16,326,plotly.Rproj
1677,0,135,.Rbuildignore
1677,2,142,.gitignore
1677,3,2016,.travis.yml
1677,4,1387,CONDUCT.md
1677,5,1879,CONTRIBUTING.md
1677,6,1661,DESCRIPTION
1677,7,42,LICENSE
1677,8,5002,NAMESPACE
1677,9,28690,NEWS.md
1677,11,3682,README.md
1677,16,326,plotly.Rproj
1678,0,135,.Rbuildignore
1678,2,142,.gitignore
1678,3,2016,.travis.yml
1678,4,1387,CONDUCT.md
1678,5,1879,CONTRIBUTING.md
1678,6,1656,DESCRIPTION
1678,7,42,LICENSE
1678,8,5002,NAMESPACE
1678,9,28530,NEWS.md
1678,11,3682,README.md
1678,16,326,plotly.Rproj
1679,0,135,.Rbuildignore
1679,2,142,.gitignore
1679,3,2016,.travis.yml
1679,4,1387,CONDUCT.md
1679,5,1879,CONTRIBUTING.md
1679,6,1656,DESCRIPTION
1679,7,42,LICENSE
1679,8,5002,NAMESPACE
1679,9,28530,NEWS.md
1679,11,3682,README.md
1679,16,326,plotly.Rproj
1680,0,135,.Rbuildignore
1680,2,142,.gitignore
1680,3,2114,.travis.yml
1680,4,1387,CONDUCT.md
1680,5,1879,CONTRIBUTING.md
1680,6,1776,DESCRIPTION
1680,7,42,LICENSE
1680,8,5340,NAMESPACE
1680,9,28341,NEWS.md
1680,11,3682,README.md
1680,16,326,plotly.Rproj
1681,0,135,.Rbuildignore
1681,2,142,.gitignore
1681,3,2114,.travis.yml
1681,4,1387,CONDUCT.md
1681,5,1879,CONTRIBUTING.md
1681,6,1776,DESCRIPTION
1681,7,42,LICENSE
1681,8,5340,NAMESPACE
1681,9,28341,NEWS.md
1681,11,3682,README.md
1681,16,326,plotly.Rproj
1682,0,135,.Rbuildignore
1682,2,142,.gitignore
1682,3,2114,.travis.yml
1682,4,1387,CONDUCT.md
1682,5,1879,CONTRIBUTING.md
1682,6,1776,DESCRIPTION
1682,7,42,LICENSE
1682,8,5340,NAMESPACE
1682,9,28341,NEWS.md
1682,11,3682,README.md
1682,16,326,plotly.Rproj
1683,0,135,.Rbuildignore
1683,2,142,.gitignore
1683,3,2114,.travis.yml
1683,4,1387,CONDUCT.md
1683,5,1879,CONTRIBUTING.md
1683,6,1776,DESCRIPTION
1683,7,42,LICENSE
1683,8,5340,NAMESPACE
1683,9,28341,NEWS.md
1683,11,3682,README.md
1683,16,326,plotly.Rproj
1684,0,135,.Rbuildignore
1684,2,142,.gitignore
1684,3,2016,.travis.yml
1684,4,1387,CONDUCT.md
1684,5,1879,CONTRIBUTING.md
1684,6,1683,DESCRIPTION
1684,7,42,LICENSE
1684,8,5002,NAMESPACE
1684,9,28530,NEWS.md
1684,11,3682,README.md
1684,16,326,plotly.Rproj
1685,0,135,.Rbuildignore
1685,2,142,.gitignore
1685,3,2016,.travis.yml
1685,4,1387,CONDUCT.md
1685,5,1879,CONTRIBUTING.md
1685,6,1728,DESCRIPTION
1685,7,42,LICENSE
1685,8,5002,NAMESPACE
1685,9,28530,NEWS.md
1685,11,3682,README.md
1685,16,326,plotly.Rproj
1686,0,135,.Rbuildignore
1686,2,142,.gitignore
1686,3,2016,.travis.yml
1686,4,1387,CONDUCT.md
1686,5,1879,CONTRIBUTING.md
1686,6,1656,DESCRIPTION
1686,7,42,LICENSE
1686,8,5002,NAMESPACE
1686,9,28530,NEWS.md
1686,11,3682,README.md
1686,16,326,plotly.Rproj
1687,0,135,.Rbuildignore
1687,2,142,.gitignore
1687,3,2016,.travis.yml
1687,4,1387,CONDUCT.md
1687,5,1879,CONTRIBUTING.md
1687,6,1656,DESCRIPTION
1687,7,42,LICENSE
1687,8,5002,NAMESPACE
1687,9,28530,NEWS.md
1687,11,3682,README.md
1687,16,326,plotly.Rproj
1688,0,135,.Rbuildignore
1688,2,142,.gitignore
1688,3,2016,.travis.yml
1688,4,1387,CONDUCT.md
1688,5,1879,CONTRIBUTING.md
1688,6,1656,DESCRIPTION
1688,7,42,LICENSE
1688,8,5002,NAMESPACE
1688,9,28530,NEWS.md
1688,11,3682,README.md
1688,16,326,plotly.Rproj
1689,0,135,.Rbuildignore
1689,2,142,.gitignore
1689,3,2016,.travis.yml
1689,4,1387,CONDUCT.md
1689,5,1879,CONTRIBUTING.md
1689,6,1656,DESCRIPTION
1689,7,42,LICENSE
1689,8,5002,NAMESPACE
1689,9,28341,NEWS.md
1689,11,3682,README.md
1689,16,326,plotly.Rproj
1690,0,135,.Rbuildignore
1690,2,142,.gitignore
1690,3,2114,.travis.yml
1690,4,1387,CONDUCT.md
1690,5,1879,CONTRIBUTING.md
1690,6,1776,DESCRIPTION
1690,7,42,LICENSE
1690,8,5340,NAMESPACE
1690,9,28341,NEWS.md
1690,11,3682,README.md
1690,16,326,plotly.Rproj
1691,0,135,.Rbuildignore
1691,2,142,.gitignore
1691,3,2114,.travis.yml
1691,4,1387,CONDUCT.md
1691,5,1879,CONTRIBUTING.md
1691,6,1776,DESCRIPTION
1691,7,42,LICENSE
1691,8,5340,NAMESPACE
1691,9,28341,NEWS.md
1691,11,3682,README.md
1691,16,326,plotly.Rproj
1692,0,135,.Rbuildignore
1692,2,142,.gitignore
1692,3,2114,.travis.yml
1692,4,1387,CONDUCT.md
1692,5,1879,CONTRIBUTING.md
1692,6,1776,DESCRIPTION
1692,7,42,LICENSE
1692,8,5340,NAMESPACE
1692,9,28341,NEWS.md
1692,11,3682,README.md
1692,16,326,plotly.Rproj
1693,0,135,.Rbuildignore
1693,2,142,.gitignore
1693,3,2114,.travis.yml
1693,4,1387,CONDUCT.md
1693,5,1879,CONTRIBUTING.md
1693,6,1757,DESCRIPTION
1693,7,42,LICENSE
1693,8,5340,NAMESPACE
1693,9,28341,NEWS.md
1693,11,3682,README.md
1693,16,326,plotly.Rproj
1694,0,135,.Rbuildignore
1694,2,142,.gitignore
1694,3,2114,.travis.yml
1694,4,1387,CONDUCT.md
1694,5,1879,CONTRIBUTING.md
1694,6,1757,DESCRIPTION
1694,7,42,LICENSE
1694,8,5340,NAMESPACE
1694,9,28341,NEWS.md
1694,11,3682,README.md
1694,16,326,plotly.Rproj
1695,0,135,.Rbuildignore
1695,2,142,.gitignore
1695,3,2016,.travis.yml
1695,4,1387,CONDUCT.md
1695,5,1879,CONTRIBUTING.md
1695,6,1656,DESCRIPTION
1695,7,42,LICENSE
1695,8,5002,NAMESPACE
1695,9,28341,NEWS.md
1695,11,3682,README.md
1695,16,326,plotly.Rproj
1696,0,135,.Rbuildignore
1696,2,142,.gitignore
1696,3,2114,.travis.yml
1696,4,1387,CONDUCT.md
1696,5,1879,CONTRIBUTING.md
1696,6,1757,DESCRIPTION
1696,7,42,LICENSE
1696,8,5340,NAMESPACE
1696,9,28341,NEWS.md
1696,11,3682,README.md
1696,16,326,plotly.Rproj
1697,0,135,.Rbuildignore
1697,2,142,.gitignore
1697,3,2016,.travis.yml
1697,4,1387,CONDUCT.md
1697,5,1879,CONTRIBUTING.md
1697,6,1656,DESCRIPTION
1697,7,42,LICENSE
1697,8,5002,NAMESPACE
1697,9,28341,NEWS.md
1697,11,3682,README.md
1697,16,326,plotly.Rproj
1698,0,135,.Rbuildignore
1698,2,142,.gitignore
1698,3,2016,.travis.yml
1698,4,1387,CONDUCT.md
1698,5,1879,CONTRIBUTING.md
1698,6,1656,DESCRIPTION
1698,7,42,LICENSE
1698,8,5002,NAMESPACE
1698,9,28225,NEWS.md
1698,11,3682,README.md
1698,16,326,plotly.Rproj
1699,0,135,.Rbuildignore
1699,2,142,.gitignore
1699,3,2114,.travis.yml
1699,4,1387,CONDUCT.md
1699,5,1879,CONTRIBUTING.md
1699,6,1757,DESCRIPTION
1699,7,42,LICENSE
1699,8,5340,NAMESPACE
1699,9,28225,NEWS.md
1699,11,3682,README.md
1699,16,326,plotly.Rproj
1700,0,135,.Rbuildignore
1700,2,142,.gitignore
1700,3,2016,.travis.yml
1700,4,1387,CONDUCT.md
1700,5,1879,CONTRIBUTING.md
1700,6,1656,DESCRIPTION
1700,7,42,LICENSE
1700,8,5002,NAMESPACE
1700,9,28225,NEWS.md
1700,11,3682,README.md
1700,16,326,plotly.Rproj
1701,0,135,.Rbuildignore
1701,2,142,.gitignore
1701,3,2016,.travis.yml
1701,4,1387,CONDUCT.md
1701,5,1879,CONTRIBUTING.md
1701,6,1656,DESCRIPTION
1701,7,42,LICENSE
1701,8,5002,NAMESPACE
1701,9,28225,NEWS.md
1701,11,3682,README.md
1701,16,326,plotly.Rproj
1702,0,135,.Rbuildignore
1702,2,142,.gitignore
1702,3,2016,.travis.yml
1702,4,1387,CONDUCT.md
1702,5,1879,CONTRIBUTING.md
1702,6,1656,DESCRIPTION
1702,7,42,LICENSE
1702,8,5002,NAMESPACE
1702,9,28225,NEWS.md
1702,11,3682,README.md
1702,16,326,plotly.Rproj
1703,0,135,.Rbuildignore
1703,2,142,.gitignore
1703,3,2016,.travis.yml
1703,4,1387,CONDUCT.md
1703,5,1879,CONTRIBUTING.md
1703,6,1656,DESCRIPTION
1703,7,42,LICENSE
1703,8,5002,NAMESPACE
1703,9,27963,NEWS.md
1703,11,3682,README.md
1703,16,326,plotly.Rproj
1704,0,135,.Rbuildignore
1704,2,142,.gitignore
1704,3,2016,.travis.yml
1704,4,1387,CONDUCT.md
1704,5,1879,CONTRIBUTING.md
1704,6,1656,DESCRIPTION
1704,7,42,LICENSE
1704,8,5002,NAMESPACE
1704,9,27963,NEWS.md
1704,11,3682,README.md
1704,16,326,plotly.Rproj
1705,0,135,.Rbuildignore
1705,2,142,.gitignore
1705,3,2016,.travis.yml
1705,4,1387,CONDUCT.md
1705,5,1879,CONTRIBUTING.md
1705,6,1656,DESCRIPTION
1705,7,42,LICENSE
1705,8,5002,NAMESPACE
1705,9,27963,NEWS.md
1705,11,3682,README.md
1705,16,326,plotly.Rproj
1706,0,135,.Rbuildignore
1706,2,142,.gitignore
1706,3,2016,.travis.yml
1706,4,1387,CONDUCT.md
1706,5,1879,CONTRIBUTING.md
1706,6,1656,DESCRIPTION
1706,7,42,LICENSE
1706,8,5002,NAMESPACE
1706,9,27963,NEWS.md
1706,11,3682,README.md
1706,16,326,plotly.Rproj
1707,0,135,.Rbuildignore
1707,2,142,.gitignore
1707,3,2016,.travis.yml
1707,4,1387,CONDUCT.md
1707,5,1879,CONTRIBUTING.md
1707,6,1656,DESCRIPTION
1707,7,42,LICENSE
1707,8,5002,NAMESPACE
1707,9,27963,NEWS.md
1707,11,3682,README.md
1707,16,326,plotly.Rproj
1708,0,135,.Rbuildignore
1708,2,142,.gitignore
1708,3,2114,.travis.yml
1708,4,1387,CONDUCT.md
1708,5,1879,CONTRIBUTING.md
1708,6,1757,DESCRIPTION
1708,7,42,LICENSE
1708,8,5340,NAMESPACE
1708,9,27963,NEWS.md
1708,11,3682,README.md
1708,16,326,plotly.Rproj
1709,0,135,.Rbuildignore
1709,2,142,.gitignore
1709,3,2016,.travis.yml
1709,4,1387,CONDUCT.md
1709,5,1879,CONTRIBUTING.md
1709,6,1656,DESCRIPTION
1709,7,42,LICENSE
1709,8,5002,NAMESPACE
1709,9,27963,NEWS.md
1709,11,3682,README.md
1709,16,326,plotly.Rproj
1710,0,135,.Rbuildignore
1710,2,142,.gitignore
1710,3,2016,.travis.yml
1710,4,1387,CONDUCT.md
1710,5,1879,CONTRIBUTING.md
1710,6,1656,DESCRIPTION
1710,7,42,LICENSE
1710,8,5002,NAMESPACE
1710,9,27963,NEWS.md
1710,11,3682,README.md
1710,16,326,plotly.Rproj
1711,0,135,.Rbuildignore
1711,2,142,.gitignore
1711,3,2114,.travis.yml
1711,4,1387,CONDUCT.md
1711,5,1879,CONTRIBUTING.md
1711,6,1757,DESCRIPTION
1711,7,42,LICENSE
1711,8,5340,NAMESPACE
1711,9,27963,NEWS.md
1711,11,3682,README.md
1711,16,326,plotly.Rproj
1712,0,135,.Rbuildignore
1712,2,142,.gitignore
1712,3,2114,.travis.yml
1712,4,1387,CONDUCT.md
1712,5,1879,CONTRIBUTING.md
1712,6,1757,DESCRIPTION
1712,7,42,LICENSE
1712,8,5340,NAMESPACE
1712,9,27963,NEWS.md
1712,11,3682,README.md
1712,16,326,plotly.Rproj
1713,0,135,.Rbuildignore
1713,2,142,.gitignore
1713,3,2016,.travis.yml
1713,4,1387,CONDUCT.md
1713,5,1879,CONTRIBUTING.md
1713,6,1656,DESCRIPTION
1713,7,42,LICENSE
1713,8,5002,NAMESPACE
1713,9,27963,NEWS.md
1713,11,3682,README.md
1713,16,326,plotly.Rproj
1714,0,135,.Rbuildignore
1714,2,142,.gitignore
1714,3,2016,.travis.yml
1714,4,1387,CONDUCT.md
1714,5,1879,CONTRIBUTING.md
1714,6,1656,DESCRIPTION
1714,7,42,LICENSE
1714,8,5002,NAMESPACE
1714,9,27636,NEWS.md
1714,11,3682,README.md
1714,16,326,plotly.Rproj
1715,0,135,.Rbuildignore
1715,2,142,.gitignore
1715,3,2016,.travis.yml
1715,4,1387,CONDUCT.md
1715,5,1879,CONTRIBUTING.md
1715,6,1656,DESCRIPTION
1715,7,42,LICENSE
1715,8,5002,NAMESPACE
1715,9,27636,NEWS.md
1715,11,3682,README.md
1715,16,326,plotly.Rproj
1716,0,135,.Rbuildignore
1716,2,142,.gitignore
1716,3,2016,.travis.yml
1716,4,1387,CONDUCT.md
1716,5,1879,CONTRIBUTING.md
1716,6,1656,DESCRIPTION
1716,7,42,LICENSE
1716,8,5002,NAMESPACE
1716,9,27636,NEWS.md
1716,11,3682,README.md
1716,16,326,plotly.Rproj
1717,0,135,.Rbuildignore
1717,2,142,.gitignore
1717,3,2016,.travis.yml
1717,4,1387,CONDUCT.md
1717,5,1879,CONTRIBUTING.md
1717,6,1656,DESCRIPTION
1717,7,42,LICENSE
1717,8,5002,NAMESPACE
1717,9,27636,NEWS.md
1717,11,3682,README.md
1717,16,326,plotly.Rproj
1718,0,135,.Rbuildignore
1718,2,142,.gitignore
1718,3,2016,.travis.yml
1718,4,1387,CONDUCT.md
1718,5,1879,CONTRIBUTING.md
1718,6,1656,DESCRIPTION
1718,7,42,LICENSE
1718,8,5002,NAMESPACE
1718,9,27636,NEWS.md
